SortOrder,GRM,ValueType,Al_pct_ICP60,Ca_pct_ICP60,Fe_pct_ICP60,K_pct_ICP60,Mg_pct_ICP60,P_pct_ICP60,S_pct_ICP60,Si_pct_ICP60,Ti_pct_ICP60,Ag_ppm_ICP60,As_ppm_ICP60,B_ppm_ICP60,Ba_ppm_ICP60,Be_ppm_ICP60,Bi_ppm_ICP60,Cd_ppm_ICP60,Ce_ppm_ICP60,Co_ppm_ICP60,Cr_ppm_ICP60,Cs_ppm_ICP60,Cu_ppm_ICP60,Dy_ppm_ICP60,Er_ppm_ICP60,Eu_ppm_ICP60,Ga_ppm_ICP60,Gd_ppm_ICP60,Ge_ppm_ICP60,Hf_ppm_ICP60,Ho_ppm_ICP60,In_ppm_ICP60,La_ppm_ICP60,Li_ppm_ICP60,Lu_ppm_ICP60,Mn_ppm_ICP60,Mo_ppm_ICP60,Nb_ppm_ICP60,Nd_ppm_ICP60,Ni_ppm_ICP60,Pb_ppm_ICP60,Pr_ppm_ICP60,Rb_ppm_ICP60,Re_ppm_ICP60,Sb_ppm_ICP60,Sc_ppm_ICP60,Se_ppm_ICP60,Sm_ppm_ICP60,Sn_ppm_ICP60,Sr_ppm_ICP60,Ta_ppm_ICP60,Tb_ppm_ICP60,Te_ppm_ICP60,Th_ppm_ICP60,Tl_ppm_ICP60,Tm_ppm_ICP60,U_ppm_ICP60,V_ppm_ICP60,W_ppm_ICP60,Y_ppm_ICP60,Yb_ppm_ICP60,Zn_ppm_ICP60,Zr_ppm_ICP60,Al_pct_AR,Ca_pct_AR,Fe_pct_AR,K_pct_AR,Mg_pct_AR,Na_pct_AR,S_pct_AR,Ti_pct_AR,Ag_ppm_AR,As_ppm_AR,Au_ppm_AR,B_ppm_AR,Ba_ppm_AR,Be_ppm_AR,Bi_ppm_AR,Cd_ppm_AR,Ce_ppm_AR,Co_ppm_AR,Cr_ppm_AR,Cs_ppm_AR,Cu_ppm_AR,Ga_ppm_AR,Ge_ppm_AR,Hf_ppm_AR,Hg_ppm_AR,In_ppm_AR,La_ppm_AR,Li_ppm_AR,Mn_ppm_AR,Mo_ppm_AR,Nb_ppm_AR,Ni_ppm_AR,P_ppm_AR,Pb_ppm_AR,Rb_ppm_AR,Re_ppm_AR,Sb_ppm_AR,Sc_ppm_AR,Se_ppm_AR,Sn_ppm_AR,Sr_ppm_AR,Ta_ppm_AR,Te_ppm_AR,Th_ppm_AR,Tl_ppm_AR,U_ppm_AR,V_ppm_AR,W_ppm_AR,Y_ppm_AR,Zn_ppm_AR,Zr_ppm_AR,Au_ppb_FA,Pd_ppb_FA,Pt_ppb_FA,Al2O3_pct_WDX,BaO_pct_WDX,CaO_pct_WDX,Cr2O3_pct_WDX,Fe2O3_pct_WDX,K2O_pct_WDX,LOI_pct_WDX,MgO_pct_WDX,MnO_pct_WDX,Na2O_pct_WDX,P2O5_pct_WDX,SiO2_pct_WDX,SrO_pct_WDX,TiO2_pct_WDX,V2O5_pct_WDX,F_pct_ISE,S_pct_IR,C_pct_IR,CO2_pct_CARB,CRBNT_pct_CARB,Hg_ppm_CVAAS,Organic_C_pct_C,Al2O3_pct_ICP16,Ba_ppm_ICP16,CaO_pct_ICP16,Cr2O3_pct_ICP16,Fe2O3_pct_ICP16,K2O_pct_ICP16,MgO_pct_ICP16,MnO_pct_ICP16,Na2O_pct_ICP16,P2O5_pct_ICP16,SiO2_pct_ICP16,Sr_ppm_ICP16,TiO2_pct_ICP16,V2O5_pct_ICP16,Au_ppm_FA_ORE,Pd_ppm_FA_ORE,Pt_ppm_FA_ORE,Ag_ppm_ICP42C,As_ppm_ICP42C,Be_ppm_ICP42C,Bi_ppm_ICP42C,Cd_ppm_ICP42C,Co_ppm_ICP42C,Cu_ppm_ICP42C,Li_ppm_ICP42C,Mo_ppm_ICP42C,Na_ppm_ICP42C,Ni_ppm_ICP42C,P_ppm_ICP42C,Pb_ppm_ICP42C,Sb_ppm_ICP42C,Se_ppm_ICP42C,Sn_ppm_ICP42C,Tl_ppm_ICP42C,Y_ppm_ICP42C,Zn_ppm_ICP42C,Ce_ppm_ICPREE,Dy_ppm_ICPREE,Er_ppm_ICPREE,Eu_ppm_ICPREE,Gd_ppm_ICPREE,Ho_ppm_ICPREE,La_ppm_ICPREE,Lu_ppm_ICPREE,Nd_ppm_ICPREE,Pr_ppm_ICPREE,Sm_ppm_ICPREE,Tb_ppm_ICPREE,Th_ppm_ICPREE,Tm_ppm_ICPREE,U_ppm_ICPREE,Yb_ppm_ICPREE,Co_pct_WDXRFBM,Cu_pct_WDXRFBM,Fe_pct_WDXRFBM,Ni_pct_WDXRFBM,Pb_pct_WDXRFBM,Zn_pct_WDXRFBM,Au_ppb_PGE,Ir_ppb_PGE,Pd_ppb_PGE,Pt_ppb_PGE,Re_ppb_PGE,Rh_ppb_PGE,Ru_ppb_PGE,Ag_ppb_H2O,Al_ppb_H2O,As_ppb_H2O,Au_ppb_H2O,B_ppb_H2O,Ba_ppb_H2O,Be_ppb_H2O,Bi_ppb_H2O,Ca_ppb_H2O,Cd_ppb_H2O,Ce_ppb_H2O,Co_ppb_H2O,Cr_ppb_H2O,Cs_ppb_H2O,Cu_ppb_H2O,Dy_ppb_H2O,Er_ppb_H2O,Eu_ppb_H2O,Fe_ppb_H2O,Ga_ppb_H2O,Gd_ppb_H2O,Ge_ppb_H2O,Hf_ppb_H2O,Hg_ppb_H2O,Ho_ppb_H2O,In_ppb_H2O,K_ppb_H2O,La_ppb_H2O,Li_ppb_H2O,Lu_ppb_H2O,Mg_ppb_H2O,Mn_ppb_H2O,Mo_ppb_H2O,Na_ppb_H2O,Nb_ppb_H2O,Nd_ppb_H2O,Ni_ppb_H2O,P_ppb_H2O,Pb_ppb_H2O,Pr_ppb_H2O,Rb_ppb_H2O,Re_ppb_H2O,S_ppb_H2O,Sb_ppb_H2O,Sc_ppb_H2O,Se_ppb_H2O,Si_ppb_H2O,Sm_ppb_H2O,Sn_ppb_H2O,Sr_ppb_H2O,Ta_ppb_H2O,Tb_ppb_H2O,Te_ppb_H2O,Th_ppb_H2O,Ti_ppb_H2O,Tl_ppb_H2O,Tm_ppb_H2O,U_ppb_H2O,V_ppb_H2O,W_ppb_H2O,Y_ppb_H2O,Yb_ppb_H2O,Zn_ppb_H2O,Zr_ppb_H2O,Ag_ppb_ICPH2O,Al_ppb_ICPH2O,As_ppb_ICPH2O,Au_ppb_ICPH2O,B_ppb_ICPH2O,Ba_ppb_ICPH2O,Be_ppb_ICPH2O,Bi_ppb_ICPH2O,Ca_ppb_ICPH2O,Cd_ppb_ICPH2O,Ce_ppb_ICPH2O,Co_ppb_ICPH2O,Cr_ppb_ICPH2O,Cs_ppb_ICPH2O,Cu_ppb_ICPH2O,Dy_ppb_ICPH2O,Er_ppb_ICPH2O,Eu_ppb_ICPH2O,Fe_ppb_ICPH2O,Ga_ppb_ICPH2O,Gd_ppb_ICPH2O,Ge_ppb_ICPH2O,Hf_ppb_ICPH2O,Hg_ppb_ICPH2O,Ho_ppb_ICPH2O,In_ppb_ICPH2O,K_ppb_ICPH2O,La_ppb_ICPH2O,Li_ppb_ICPH2O,Lu_ppb_ICPH2O,Mg_ppb_ICPH2O,Mn_ppb_ICPH2O,Mo_ppb_ICPH2O,Na_ppb_ICPH2O,Nb_ppb_ICPH2O,Nd_ppb_ICPH2O,Ni_ppb_ICPH2O,P_ppb_ICPH2O,Pb_ppb_ICPH2O,Pr_ppb_ICPH2O,Rb_ppb_ICPH2O,Re_ppb_ICPH2O,S_ppb_ICPH2O,Sb_ppb_ICPH2O,Sc_ppb_ICPH2O,Se_ppb_ICPH2O,Si_ppb_ICPH2O,Sm_ppb_ICPH2O,Sn_ppb_ICPH2O,Sr_ppb_ICPH2O,Ta_ppb_ICPH2O,Tb_ppb_ICPH2O,Te_ppb_ICPH2O,Th_ppb_ICPH2O,Ti_ppb_ICPH2O,Tl_ppb_ICPH2O,Tm_ppb_ICPH2O,U_ppb_ICPH2O,V_ppb_ICPH2O,W_ppb_ICPH2O,Y_ppb_ICPH2O,Yb_ppb_ICPH2O,Zn_ppb_ICPH2O,Zr_ppb_ICPH2O,Al_pct_ICP61,Ca_pct_ICP61,Fe_pct_ICP61,K_pct_ICP61,Mg_pct_ICP61,P_pct_ICP61,S_pct_ICP61,Si_pct_ICP61,Ti_pct_ICP61,Ag_ppm_ICP61,As_ppm_ICP61,B_ppm_ICP61,Ba_ppm_ICP61,Be_ppm_ICP61,Bi_ppm_ICP61,Cd_ppm_ICP61,Ce_ppm_ICP61,Co_ppm_ICP61,Cr_ppm_ICP61,Cs_ppm_ICP61,Cu_ppm_ICP61,Dy_ppm_ICP61,Er_ppm_ICP61,Eu_ppm_ICP61,Ga_ppm_ICP61,Gd_ppm_ICP61,Ge_ppm_ICP61,Hf_ppm_ICP61,Ho_ppm_ICP61,In_ppm_ICP61,La_ppm_ICP61,Li_ppm_ICP61,Lu_ppm_ICP61,Mn_ppm_ICP61,Mo_ppm_ICP61,Nb_ppm_ICP61,Nd_ppm_ICP61,Ni_ppm_ICP61,Pb_ppm_ICP61,Pr_ppm_ICP61,Rb_ppm_ICP61,Re_ppm_ICP61,Sb_ppm_ICP61,Sc_ppm_ICP61,Se_ppm_ICP61,Sm_ppm_ICP61,Sn_ppm_ICP61,Sr_ppm_ICP61,Ta_ppm_ICP61,Tb_ppm_ICP61,Te_ppm_ICP61,Th_ppm_ICP61,Tl_ppm_ICP61,Tm_ppm_ICP61,U_ppm_ICP61,V_ppm_ICP61,W_ppm_ICP61,Y_ppm_ICP61,Yb_ppm_ICP61,Zn_ppm_ICP61,Zr_ppm_ICP61
44,SAR-H,Mean,6.27,1.04,4.37,3.58,0.88,0.08,0.47,>30,0.32,92,398.25,113.25,847.34,20.95,4.94,25.84,89.95,57.45,237.84,4.99,1215.18,4.58,2.67,1.23,16.16,5.24,1.97,7.21,0.92,10.67,45.24,52.51,0.42,3930.9,68.55,22.69,36.11,225.18,3842.2,10.11,156.49,0.02,554.24,7.88,18.76,6.33,3.99,194.96,1.3,0.78,10.72,18.79,12.39,0.41,4.72,73.55,13.79,26.31,2.67,3667.25,265,1.35,0.83,4.07,0.4,0.67,0.04,0.49,0.04,84.33,406.58,4.44,68,159.19,21.94,5.11,25.33,63.91,56.13,18.73,1.9,1188.4,5.02,0.13,0.09,7.17,10.04,31.94,40.1,3726.33,63.4,2.56,225.42,732.69,3877.52,26.87,0.02,332.23,3.17,16.85,1.61,49.32,0.02,9.79,11.2,9.64,2.12,34.27,4.06,11.32,3727.75,3.7,5504,476,166,11.8,0.1,1.48,0.03,6.46,4.19,5.66,1.53,0.52,1.18,0.19,65.1,0.02,0.56,0.01,,0.46,0.89,0.82,0.22,7.04,0.66,11.49,,1.44,0.04,6.19,4.06,1.36,0.48,1.02,0.18,68.18,,0.53,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,1.04,4.37,3.58,0.88,0.08,0.47,>30,0.32,92,398.25,113.25,847.34,20.95,4.94,25.84,89.95,57.45,237.84,4.99,1215.18,4.58,2.67,1.23,16.16,5.24,1.97,7.21,0.92,10.67,45.24,52.51,0.42,3930.9,68.55,22.69,36.11,225.18,3842.2,10.11,156.49,0.02,554.24,7.88,18.76,6.33,3.99,194.96,1.3,0.78,10.72,18.79,12.39,0.41,4.72,73.55,13.79,26.31,2.67,3667.25,265
45,SAR-L.1,Preferred,5.8,1.06,2.67,3.1,0.55,0.08,0.07,33.88,0.3,3,17.7,14,879,3.24,1.1,3,150,7.5,110,4,370,10,6.6,1.5,17,11,2,11,2.1,0.3,75,28,1,2090,13.7,42,66,59,578,16,140,,5.1,7,0.87,11.4,5,158,2.1,1.7,0.49,19,1.2,0.94,4.6,131,3.7,57,6.3,420,400,0.72,0.64,2.14,0.23,0.4,0.02,0.08,0.06,2.77,15.1,0.18,<5,268,1.15,0.89,2.62,118,6.37,91.1,1.76,375,4.36,0.17,0.12,0.2,0.24,52.3,13.6,1981,13,6.53,56,700,601,26.7,<0.001,2.13,3.3,1.2,3.8,26.5,<0.01,0.66,13.9,0.28,2.53,72.5,1.38,24.4,429,4.6,561,1.3,1.6,11.28,0.1,1.56,0.02,3.72,3.57,3.45,0.92,0.28,2.02,0.17,72.48,0.02,0.53,0.02,,0.07,1.06,0.4,0.11,0.18,0.95,11.28,,1.56,0.02,3.72,3.57,0.92,0.28,2.02,0.17,72.48,,0.53,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,1.06,2.67,3.1,0.55,0.08,0.07,33.88,0.3,3,17.7,14,879,3.24,1.1,3,150,7.5,110,4,370,10,6.6,1.5,17,11,2,11,2.1,0.3,75,28,1,2090,13.7,42,66,59,578,16,140,,5.1,7,0.87,11.4,5,158,2.1,1.7,0.49,19,1.2,0.94,4.6,131,3.7,57,6.3,420,400
46,SAR-L.1,Mean,5.83,1.06,2.63,3.08,0.51,0.08,0.07,>30,0.31,2.93,<30,13.63,893.15,7.74,1.1,2.91,147.73,7.25,100.04,4.11,374.51,10.55,6.49,1.43,17.31,10.5,1.66,11.04,2.16,0.29,69.15,29.53,0.98,2131,14.26,40.29,61.3,57.21,585.59,16.74,140.93,<0.02,5.22,7.4,1.55,11.55,5.18,157.89,2.2,1.74,<1,19.49,1.25,0.98,4.8,128.91,4.03,59.19,6.36,441.6,442,0.83,0.65,2.27,0.26,0.42,0.03,0.07,0.07,2.73,15.26,0.26,6.18,263.53,0.92,1.06,2.76,122.94,6.39,92.87,1.86,374.3,4.62,0.15,0.16,0.18,0.25,56.25,14.19,1977.49,12.56,8.22,52.62,667,569.55,29.22,0.002,2.13,3.48,1.61,3.3,27.22,<0.05,0.5,13.51,0.29,2.53,78.94,0.99,26.65,435.26,5.07,605,<2,2,11.14,0.11,1.46,0.02,3.9,3.67,3.56,0.9,0.29,2.08,0.17,71.79,0.02,0.53,0.02,0.09,0.07,1.05,0.38,0.1,0.18,0.94,10.83,,1.44,0.02,3.79,3.66,0.86,0.28,2.06,0.18,68.69,,0.52,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,1.06,2.63,3.08,0.51,0.08,0.07,>30,0.31,2.93,<30,13.63,893.15,7.74,1.1,2.91,147.73,7.25,100.04,4.11,374.51,10.55,6.49,1.43,17.31,10.5,1.66,11.04,2.16,0.29,69.15,29.53,0.98,2131,14.26,40.29,61.3,57.21,585.59,16.74,140.93,<0.02,5.22,7.4,1.55,11.55,5.18,157.89,2.2,1.74,<1,19.49,1.25,0.98,4.8,128.91,4.03,59.19,6.36,441.6,442
47,SAR-L2,Preferred,6.13,0.76,2.54,3.4,0.26,0.03,0.02,34.81,0.37,3.2,16.9,<10,809,<5,0.26,1.2,140,5.41,26,1.14,50.8,9.83,5.98,1.44,17,9.73,1.6,16,2.08,0.47,67.9,11.8,0.93,766,3.66,63,60.3,14.3,183,16.2,120,,21.8,5.6,<5,11.5,3.2,150,3.81,1.58,<0.5,22,0.99,0.92,3.34,35,1.7,54.6,6.1,201,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,20,10,11.58,0.09,1.06,<0.01,3.63,4.1,0.94,0.43,0.1,2.66,0.08,74.48,0.02,0.62,0.01,0.06,0.02,0.15,<0.05,0.01,0.33,0.14,11.58,,1.06,<0.01,3.63,4.1,0.43,0.1,2.66,0.08,74.48,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,0.76,2.54,3.4,0.26,0.03,0.02,34.81,0.37,3.2,16.9,<10,809,<5,0.26,1.2,140,5.41,26,1.14,50.8,9.83,5.98,1.44,17,9.73,1.6,16,2.08,0.47,67.9,11.8,0.93,766,3.66,63,60.3,14.3,183,16.2,120,,21.8,5.6,<5,11.5,3.2,150,3.81,1.58,<0.5,22,0.99,0.92,3.34,35,1.7,54.6,6.1,201,618
48,SAR-L2,Mean,6.13,0.77,2.48,3.51,0.25,0.04,0.02,>30,0.36,3,<30,<10,804.29,<5,0.26,1.13,140.34,5.54,29.25,1.13,53.04,9.92,6.08,1.41,17.56,9.71,1.68,17.42,2.03,0.49,66.39,10.68,0.98,759.66,4.03,66.83,59.06,20.53,180.93,16.39,123.88,<0.2,22.13,5.4,<5,10.97,3.88,161.59,3.62,1.6,<1,22.48,1,0.96,3.7,36.73,1.99,56.12,6.19,200.49,640.45,0.57,0.27,2.01,0.23,0.17,0.07,0.02,0.1,3.19,16.09,0.09,5,97.02,1.41,0.24,1.08,120.36,4.68,12.95,0.53,51.15,3.5,0.15,0.36,0.3,0.43,56.43,7.86,473.36,3.24,8.64,12.63,300,163.14,15.07,0.003,11.74,2.69,1.44,1.52,14.68,0.02,0.33,18.27,0.47,2.08,26.61,0.52,25.15,190.52,10.65,229,19.57,8.13,11.54,0.1,1.07,<0.01,3.69,4.13,1.34,0.45,0.09,2.62,0.08,74.47,0.02,0.63,<0.01,0.06,<0.05,0.14,<0.05,0.01,0.3,0.13,11.19,,1.05,<0.01,3.59,4.02,0.42,0.1,2.63,0.08,73.07,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,0.77,2.48,3.51,0.25,0.04,0.02,>30,0.36,3,<30,<10,804.29,<5,0.26,1.13,140.34,5.54,29.25,1.13,53.04,9.92,6.08,1.41,17.56,9.71,1.68,17.42,2.03,0.49,66.39,10.68,0.98,759.66,4.03,66.83,59.06,20.53,180.93,16.39,123.88,<0.2,22.13,5.4,<5,10.97,3.88,161.59,3.62,1.6,<1,22.48,1,0.96,3.7,36.73,1.99,56.12,6.19,200.49,640.45
49,SAR-M.1,Preferred,6.09,0.6,3.22,2.92,0.5,0.07,0.13,33.76,0.35,3.1,37,15,764,<5,1.7,4.76,120,11,90,4.8,310,7.5,4.8,1.3,20,8,1.4,9.4,1.6,0.97,57,30,0.7,4800,12,38,47,48,900,12.9,142,,6.3,8,<5,9,3.5,156,2,1.3,1,18,2.8,0.68,4.7,66,11,42,4.9,890,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,2,2,11.9,0.09,0.85,0.02,4.31,3.54,2.35,0.83,0.62,1.53,0.16,72.2,0.02,0.63,0.01,,0.13,0.35,0.08,0.02,0.13,0.33,11.88,,0.85,0.02,4.31,3.54,0.83,0.62,1.53,0.16,72.22,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,0.6,3.22,2.92,0.5,0.07,0.13,33.76,0.35,3.1,37,15,764,<5,1.7,4.76,120,11,90,4.8,310,7.5,4.8,1.3,20,8,1.4,9.4,1.6,0.97,57,30,0.7,4800,12,38,47,48,900,12.9,142,,6.3,8,<5,9,3.5,156,2,1.3,1,18,2.8,0.68,4.7,66,11,42,4.9,890,361
50,SAR-M.1,Mean,6.06,0.6,3.15,3.02,0.47,0.07,0.13,>30,0.37,3.45,38.06,15.06,778.05,<5,1.74,5.12,116.43,10.73,95.19,4.89,315.81,7.54,4.64,1.3,17.64,7.77,1.38,10.36,1.54,1.05,56.59,30.46,0.71,5077,13.65,37.29,47.81,46.4,944.58,13.17,146.97,<0.02,6.58,7.91,<5,8.83,3.61,157.71,2.06,1.26,1.05,19,2.6,0.7,4.69,67.12,11.2,42.5,4.57,904.18,378.91,0.71,0.24,2.45,0.19,0.3,0.02,0.12,0.04,3.53,37.12,0.3,5.1,152.89,0.9,1.76,5,99.28,10.63,79.99,2.31,303.14,5.18,0.25,0.14,0.17,1.01,46.57,11.59,3932.12,12.32,3.97,39.85,567.63,931.79,18.8,0.003,2.93,2.54,0.73,1.78,23.27,0.02,0.87,11.21,1,1.86,23.97,4.23,17.6,875.81,3.5,439,2,2,11.63,0.1,0.82,0.02,4.61,3.61,3.05,0.82,0.68,1.64,0.16,72,0.02,0.64,0.01,,0.13,0.33,0.08,0.02,0.13,0.32,11.28,,0.78,0.02,4.66,3.46,0.81,0.66,1.62,0.16,68.87,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,0.6,3.15,3.02,0.47,0.07,0.13,>30,0.37,3.45,38.06,15.06,778.05,<5,1.74,5.12,116.43,10.73,95.19,4.89,315.81,7.54,4.64,1.3,17.64,7.77,1.38,10.36,1.54,1.05,56.59,30.46,0.71,5077,13.65,37.29,47.81,46.4,944.58,13.17,146.97,<0.02,6.58,7.91,<5,8.83,3.61,157.71,2.06,1.26,1.05,19,2.6,0.7,4.69,67.12,11.2,42.5,4.57,904.18,378.91
51,SAR-M2,Preferred,6.6,0.6,1.84,4.15,0.3,0.03,0.1,34.33,0.18,15,76,27,990,6.6,1.05,5.1,98.8,12.4,49.6,1.82,236,5.88,3.58,1.44,17.6,6.28,1.5,7.29,1.21,2.1,46.6,17.9,0.54,1340,13.3,26.2,39.4,48.8,808,11,149,,107,<5,2.7,7.18,2.4,144,1.8,0.97,2.1,14.2,2.8,0.54,2.53,25.2,3.5,32.7,3.63,760,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,100,<100,12.47,0.11,0.84,0.01,2.63,5,1.6,0.49,0.13,2.54,0.079,73.45,0.02,0.3,<0.01,0.06,0.1,0.3,0.1,0.03,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,0.6,1.84,4.15,0.3,0.03,0.1,34.33,0.18,15,76,27,990,6.6,1.05,5.1,98.8,12.4,49.6,1.82,236,5.88,3.58,1.44,17.6,6.28,1.5,7.29,1.21,2.1,46.6,17.9,0.54,1340,13.3,26.2,39.4,48.8,808,11,149,,107,<5,2.7,7.18,2.4,144,1.8,0.97,2.1,14.2,2.8,0.54,2.53,25.2,3.5,32.7,3.63,760,259
52,SAR-M2,Mean,6.59,0.62,1.78,4.25,0.28,0.04,0.09,>30,0.17,16.89,79.87,27.39,986.72,6.11,1.05,5.17,99.13,13.06,55.45,1.9,243.13,5.95,3.59,1.41,18.86,5.96,1.8,7.66,1.22,2.12,46.46,19.8,0.57,1100,14.63,26.22,38.7,52.95,792.31,10.9,152.76,<0.02,105.85,<5,3.93,6.94,2.75,157.56,1.56,0.98,2.22,14.64,2.89,0.56,2.8,27.04,3.46,33.68,3.61,758.69,269.86,0.62,0.29,1.59,0.25,0.21,0.05,0.1,0.04,16.51,78.71,0.58,12,107.54,4.7,1.05,5.07,87.13,12.15,7.85,0.76,239.83,2.98,0.2,0.19,1.42,2.02,40.25,12.48,924.77,13.01,5.05,46.22,300,776.88,16.56,<0.02,64.96,1.99,3.73,1.16,18.86,<0.05,1.93,11.15,2.01,1.51,14.83,1.11,15.96,780.88,5.45,1191.73,94.07,42,12.4,0.11,0.84,<0.01,2.62,5.02,1.91,0.48,0.12,2.58,0.07,73.21,0.02,0.3,<0.01,0.06,0.1,0.3,0.14,0.04,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,0.62,1.78,4.25,0.28,0.04,0.09,>30,0.17,16.89,79.87,27.39,986.72,6.11,1.05,5.17,99.13,13.06,55.45,1.9,243.13,5.95,3.59,1.41,18.86,5.96,1.8,7.66,1.22,2.12,46.46,19.8,0.57,1100,14.63,26.22,38.7,52.95,792.31,10.9,152.76,<0.02,105.85,<5,3.93,6.94,2.75,157.56,1.56,0.98,2.22,14.64,2.89,0.56,2.8,27.04,3.46,33.68,3.61,758.69,269.86
53,SBC-1,Preferred,11.1,2.11,6.79,2.86,1.57,0.16,0.72,22.27,0.51,<1,25.7,77,788,<5,0.7,0.4,108,22.7,109,8.2,31,7.1,3.8,1.98,27,8.5,2,3.7,1.4,<0.2,52.5,163,0.54,1162,2.4,15.3,49.2,82.8,35,12.6,147,,1.01,20,<5,9.6,3.3,178,1.1,1.2,,15.8,0.89,0.56,5.76,220,1.6,36.5,3.64,186,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.09,2.95,,9.71,3.45,10.2,2.6,0.15,<0.15,0.37,47.6,0.02,0.86,0.04,,0.715,2.08,3.1,0.85,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,2.11,6.79,2.86,1.57,0.16,0.72,22.27,0.51,<1,25.7,77,788,<5,0.7,0.4,108,22.7,109,8.2,31,7.1,3.8,1.98,27,8.5,2,3.7,1.4,<0.2,52.5,163,0.54,1162,2.4,15.3,49.2,82.8,35,12.6,147,,1.01,20,<5,9.6,3.3,178,1.1,1.2,,15.8,0.89,0.56,5.76,220,1.6,36.5,3.64,186,134
